Name,Team,NOC,Season,Year,City,Sport,Event,Medal
Jos Ariel Contreras Camejo,Cuba,CUB,Summer,1996,Atlanta,Baseball,Baseball Men's Baseball,Gold
Jos Ariel Contreras Camejo,Cuba,CUB,Summer,2000,Sydney,Baseball,Baseball Men's Baseball,Silver
Pablo Andrs Contreras Fica,Chile,CHI,Summer,2000,Sydney,Football,Football Men's Football,Bronze
Gianfranco Contri,Italy,ITA,Summer,1992,Barcelona,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
Hollis Conway,United States,USA,Summer,1988,Seoul,Athletics,Athletics Men's High Jump,Silver
Hollis Conway,United States,USA,Summer,1992,Barcelona,Athletics,Athletics Men's High Jump,Bronze
Sally Conway,Great Britain,GBR,Summer,2016,Rio de Janeiro,Judo,Judo Women's Middleweight,Bronze
"Edward ""Ed"" Coode",Great Britain,GBR,Summer,2004,Athina,Rowing,Rowing Men's Coxless Fours,Gold
"Arthur Edwin ""Art"" Cook",United States,USA,Summer,1948,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
"Edward Tiffin ""Ed"" Cook, Jr.",United States,USA,Summer,1908,London,Athletics,Athletics Men's Pole Vault,Gold
Garry Peter Cook,Great Britain,GBR,Summer,1984,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Myrtle Alice Cook (-McGowan),Canada,CAN,Summer,1928,Amsterdam,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Natalie Louise Cook,Australia-1,AUS,Summer,1996,Atlanta,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Bronze
Natalie Louise Cook,Australia-1,AUS,Summer,2000,Sydney,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Gold
"Stephanie ""Steph"" Cook",Great Britain,GBR,Summer,2000,Sydney,Modern Pentathlon,Modern Pentathlon Women's Individual,Gold
Tamsin Cook,Australia,AUS,Summer,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
Theodore Andrea Cook,Great Britain,GBR,Summer,1920,Antwerpen,Art Competitions,Art Competitions Mixed Literature,Silver
"Althea Kristina ""Tina"" Cook (Gifford-)",Great Britain,GBR,Summer,2008,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
"Althea Kristina ""Tina"" Cook (Gifford-)",Great Britain,GBR,Summer,2008,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
"Althea Kristina ""Tina"" Cook (Gifford-)",Great Britain,GBR,Summer,2012,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
Wendy Elizabeth Cook-Hogg,Canada,CAN,Summer,1976,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
Allison Petra Cook-Tranquilli,Australia,AUS,Summer,1996,Atlanta,Basketball,Basketball Women's Basketball,Bronze
Allison Petra Cook-Tranquilli,Australia,AUS,Summer,2004,Athina,Basketball,Basketball Women's Basketball,Silver
Cecil George Cooke,Gem,BAH,Summer,1964,Tokyo,Sailing,Sailing Mixed Two Person Keelboat,Gold
Emma C. Cooke,United States,USA,Summer,1904,St. Louis,Archery,Archery Women's Double Columbia Round,Silver
Emma C. Cooke,United States,USA,Summer,1904,St. Louis,Archery,Archery Women's Double National Round,Silver
George Edwin Cooke,St. Rose-2,USA,Summer,1904,St. Louis,Football,Football Men's Football,Bronze
Harold Douglas R Cooke,Great Britain,GBR,Summer,1920,Antwerpen,Hockey,Hockey Men's Hockey,Gold
Ian Cooke,Australia,AUS,Summer,1976,Montreal,Hockey,Hockey Men's Hockey,Silver
John Patrick Cooke,United States,USA,Summer,1956,Melbourne,Rowing,Rowing Men's Coxed Eights,Gold
Nicole Denise Cooke,Great Britain,GBR,Summer,2008,Beijing,Cycling,"Cycling Women's Road Race, Individual",Gold
"Thomas Joseph ""Tom"" Cooke",St. Rose-2,USA,Summer,1904,St. Louis,Football,Football Men's Football,Bronze
Andrew Dollman Cooper,Australia,AUS,Summer,1992,Barcelona,Rowing,Rowing Men's Coxless Fours,Gold
"William Hunting ""Bill"" Cooper",Angelita,USA,Summer,1932,Los Angeles,Sailing,Sailing Mixed 8 metres,Gold
"Bradford Paul ""Brad"" Cooper",Australia,AUS,Summer,1972,Munich,Swimming,Swimming Men's 400 metres Freestyle,Gold
Charlotte Reinagle Cooper (-Sterry),Great Britain,GBR,Summer,1900,Paris,Tennis,Tennis Women's Singles,Gold
Charlotte Reinagle Cooper (-Sterry),Great Britain,GBR,Summer,1900,Paris,Tennis,Tennis Mixed Doubles,Gold
Cynthia Lynne Cooper (-Dyke),United States,USA,Summer,1988,Seoul,Basketball,Basketball Women's Basketball,Gold
Cynthia Lynne Cooper (-Dyke),United States,USA,Summer,1992,Barcelona,Basketball,Basketball Women's Basketball,Bronze
John Hugh Cooper,Great Britain,GBR,Summer,1964,Tokyo,Athletics,Athletics Men's 400 metres Hurdles,Silver
John Hugh Cooper,Great Britain,GBR,Summer,1964,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Margaret Joyce Cooper (-Badcock),Great Britain,GBR,Summer,1928,Amsterdam,Swimming,Swimming Women's 100 metres Freestyle,Bronze
Margaret Joyce Cooper (-Badcock),Great Britain,GBR,Summer,1928,Amsterdam,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Margaret Joyce Cooper (-Badcock),Great Britain,GBR,Summer,1928,Amsterdam,Swimming,Swimming Women's 100 metres Backstroke,Bronze
Margaret Joyce Cooper (-Badcock),Great Britain,GBR,Summer,1932,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Kim Cooper (-Maguire),Australia,AUS,Summer,1996,Atlanta,Softball,Softball Women's Softball,Bronze
Malcolm Douglas Cooper,Great Britain,GBR,Summer,1984,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold
Malcolm Douglas Cooper,Great Britain,GBR,Summer,1988,Seoul,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold
Augustus Cootmans,Belgium,BEL,Summer,1920,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Silver
Iztok op,Slovenia,SLO,Summer,1992,Barcelona,Rowing,Rowing Men's Coxless Pairs,Bronze
Iztok op,Slovenia,SLO,Summer,2000,Sydney,Rowing,Rowing Men's Double Sculls,Gold
Iztok op,Slovenia,SLO,Summer,2004,Athina,Rowing,Rowing Men's Double Sculls,Silver
Iztok op,Slovenia,SLO,Summer,2012,London,Rowing,Rowing Men's Double Sculls,Bronze
Haley Cope (-Clark),United States,USA,Summer,2004,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
"Katherine Sarah ""Kat"" Copeland",Great Britain,GBR,Summer,2012,London,Rowing,Rowing Women's Lightweight Double Sculls,Gold
Lillian Copeland (Drossin-),United States,USA,Summer,1928,Amsterdam,Athletics,Athletics Women's Discus Throw,Silver
Lillian Copeland (Drossin-),United States,USA,Summer,1932,Los Angeles,Athletics,Athletics Women's Discus Throw,Gold
Alfredo Copello,Argentina,ARG,Summer,1924,Paris,Boxing,Boxing Men's Lightweight,Silver
Yasmani Copello Escobar,Turkey,TUR,Summer,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,Bronze
John (Herbert Crawford-) Copley (Williamson-),Great Britain,GBR,Summer,1948,London,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",Silver
Robert Victor Joseph Coppe,Belgium,BEL,Summer,1920,Antwerpen,Football,Football Men's Football,Gold
Pierre Coppieters,Belgium,BEL,Summer,1936,Berlin,Water Polo,Water Polo Men's Water Polo,Bronze
"Steven Coppola, Jr.",United States,USA,Summer,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze
Henri Paul Copponex,Ballerina IV,SUI,Summer,1960,Roma,Sailing,Sailing Mixed 5.5 metres,Bronze
Bryan Coquard,France,FRA,Summer,2012,London,Cycling,Cycling Men's Omnium,Silver
Henri Pierre Coquelin de Lisle,France,FRA,Summer,1924,Paris,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
Josip orak,Yugoslavia,YUG,Summer,1972,Munich,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
Juan Antonio Corbaln Alfocea,Spain,ESP,Summer,1984,Los Angeles,Basketball,Basketball Men's Basketball,Silver
Sofia Corban-Banovici,Romania,ROU,Summer,1984,Los Angeles,Rowing,Rowing Women's Coxed Quadruple Sculls,Gold
Walter Samuel Corbett,Great Britain,GBR,Summer,1908,London,Football,Football Men's Football,Gold
"Gregory Dean ""Greg"" Corbitt",Australia,AUS,Summer,1992,Barcelona,Hockey,Hockey Men's Hockey,Silver
Burkhard Cordes,Brazil,BRA,Summer,1968,Mexico City,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
Kevin Cordes,United States,USA,Summer,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Otto Cordes,Germany,GER,Summer,1928,Amsterdam,Water Polo,Water Polo Men's Water Polo,Gold
Otto Cordes,Germany,GER,Summer,1932,Los Angeles,Water Polo,Water Polo Men's Water Polo,Silver
Edera Cordiale-Gentile,Italy,ITA,Summer,1948,London,Athletics,Athletics Women's Discus Throw,Silver
Eugne Louis Auguste Cordonnier,France,FRA,Summer,1920,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Eugne Louis Auguste Cordonnier,France,FRA,Summer,1924,Paris,Gymnastics,Gymnastics Men's Team All-Around,Silver
Louis Albert Corey,France,FRA,Summer,1904,St. Louis,Athletics,Athletics Men's Marathon,Silver
Louis Albert Corey,Chicago Athletic Association,FRA,Summer,1904,St. Louis,Athletics,"Athletics Men's 4 mile, Team",Silver
Giancarlo Cornaggia-Medici Peterbelli,Italy,ITA,Summer,1928,Amsterdam,Fencing,"Fencing Men's epee, Team",Gold
Giancarlo Cornaggia-Medici Peterbelli,Italy,ITA,Summer,1932,Los Angeles,Fencing,"Fencing Men's epee, Individual",Gold
Giancarlo Cornaggia-Medici Peterbelli,Italy,ITA,Summer,1932,Los Angeles,Fencing,"Fencing Men's epee, Team",Silver
Giancarlo Cornaggia-Medici Peterbelli,Italy,ITA,Summer,1936,Berlin,Fencing,"Fencing Men's epee, Individual",Bronze
Giancarlo Cornaggia-Medici Peterbelli,Italy,ITA,Summer,1936,Berlin,Fencing,"Fencing Men's epee, Team",Gold
"Hendrik Jan Willem ""Henk"" Cornelisse",Netherlands,NED,Summer,1964,Tokyo,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
Monique Adelinde Cornelissen,Netherlands,NED,Summer,2012,London,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver
Monique Adelinde Cornelissen,Netherlands,NED,Summer,2012,London,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
Charles Cornelius,India,IND,Summer,1972,Munich,Hockey,Hockey Men's Hockey,Bronze
Torleiv Schibsted Corneliussen,Taifun,NOR,Summer,1912,Stockholm,Sailing,Sailing Mixed 8 metres,Gold
Sheila Marie Cornell-Douty,United States,USA,Summer,1996,Atlanta,Softball,Softball Women's Softball,Gold
Sheila Marie Cornell-Douty,United States,USA,Summer,2000,Sydney,Softball,Softball Women's Softball,Gold
mile Franois Cornellie,Edelweiss II-1,BEL,Summer,1920,Antwerpen,Sailing,Sailing Mixed 6 metres,Gold
Florimond Joseph Cornellie,Edelweiss II-1,BEL,Summer,1920,Antwerpen,Sailing,Sailing Mixed 6 metres,Gold
Harry Richard Corner,Devon and Somerset Wanderers,GBR,Summer,1900,Paris,Cricket,Cricket Men's Cricket,Gold
"John Frederick ""Jerry"" Cornes",Great Britain,GBR,Summer,1932,Los Angeles,Athletics,"Athletics Men's 1,500 metres",Silver
George Thomson Cornet,Great Britain,GBR,Summer,1908,London,Water Polo,Water Polo Men's Water Polo,Gold
George Thomson Cornet,Great Britain,GBR,Summer,1912,Stockholm,Water Polo,Water Polo Men's Water Polo,Gold
Lynda Ann Cornet,Netherlands,NED,Summer,1984,Los Angeles,Rowing,Rowing Women's Coxed Eights,Bronze
mile Albert Yvon Cornic,France,FRA,Summer,1928,Amsterdam,Fencing,"Fencing Men's epee, Team",Silver
Ren Lopold Cornu,France,FRA,Summer,1948,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
Alessandro Corona,Italy,ITA,Summer,1992,Barcelona,Rowing,Rowing Men's Quadruple Sculls,Bronze
Jos de Jess Corona Rodrguez,Mexico,MEX,Summer,2012,London,Football,Football Men's Football,Gold
Raquel Corral Aznar,Spain,ESP,Summer,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
Emilio Correa Vaillant,Cuba,CUB,Summer,1972,Munich,Boxing,Boxing Men's Welterweight,Gold
Emilio Correa Bayeaux,Cuba,CUB,Summer,2008,Beijing,Boxing,Boxing Men's Middleweight,Silver
"Maritza ""Ritz"" Correia (-McClendon)",United States,USA,Summer,2004,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Alex Corretja Verdegay,Spain,ESP,Summer,2000,Sydney,Tennis,Tennis Men's Doubles,Bronze
Marie Louise Corridon (-Mortell),United States,USA,Summer,1948,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Mirko Corsano,Italy,ITA,Summer,2000,Sydney,Volleyball,Volleyball Men's Volleyball,Bronze
Robin Marie Corsiglia (-Scholefield),Canada,CAN,Summer,1976,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
"James Hunt ""Jim"" Corson",United States,USA,Summer,1928,Amsterdam,Athletics,Athletics Men's Discus Throw,Bronze
Marilyn Corson (-Whitney),Canada,CAN,Summer,1968,Mexico City,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Javier Corts Granados,Mexico,MEX,Summer,2012,London,Football,Football Men's Football,Gold
"Francisco ""Quico"" Corts Juncosa",Spain,ESP,Summer,2008,Beijing,Hockey,Hockey Men's Hockey,Silver
Ramiro P. Corts Molteni,Uruguay,URU,Summer,1956,Melbourne,Basketball,Basketball Men's Basketball,Bronze
Hlne Cortin,France,FRA,Summer,1996,Atlanta,Rowing,Rowing Women's Coxless Pairs,Bronze
Richard Corts,Germany,GER,Summer,1928,Amsterdam,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Antonio Cosentino,Venilia,ITA,Summer,1960,Roma,Sailing,Sailing Mixed Three Person Keelboat,Bronze
Cormic Francis Cosgrove,St. Rose-2,USA,Summer,1904,St. Louis,Football,Football Men's Football,Bronze
Kreimir osi,Yugoslavia,YUG,Summer,1968,Mexico City,Basketball,Basketball Men's Basketball,Silver
Kreimir osi,Yugoslavia,YUG,Summer,1976,Montreal,Basketball,Basketball Men's Basketball,Silver
Kreimir osi,Yugoslavia,YUG,Summer,1980,Moskva,Basketball,Basketball Men's Basketball,Gold
Adrian Cosma,Romania,ROU,Summer,1972,Munich,Handball,Handball Men's Handball,Bronze
Adrian Cosma,Romania,ROU,Summer,1976,Montreal,Handball,Handball Men's Handball,Silver
Adrian Cosma,Romania,ROU,Summer,1980,Moskva,Handball,Handball Men's Handball,Bronze
Jean Georges Cosmat,France,FRA,Summer,1936,Berlin,Rowing,Rowing Men's Coxed Fours,Bronze
Francesco Cossu,Italy,ITA,Summer,1932,Los Angeles,Rowing,Rowing Men's Coxless Fours,Bronze
"Alberto ""Albert"" Costa Casal",Spain,ESP,Summer,2000,Sydney,Tennis,Tennis Men's Doubles,Bronze
Hctor Jos Costa Massironi,Uruguay,URU,Summer,1952,Helsinki,Basketball,Basketball Men's Basketball,Bronze
Hctor Jos Costa Massironi,Uruguay,URU,Summer,1956,Melbourne,Basketball,Basketball Men's Basketball,Bronze
Marlenis Costa Blanco,Cuba,CUB,Summer,1992,Barcelona,Volleyball,Volleyball Women's Volleyball,Gold
Marlenis Costa Blanco,Cuba,CUB,Summer,1996,Atlanta,Volleyball,Volleyball Women's Volleyball,Gold
Marlenis Costa Blanco,Cuba,CUB,Summer,2000,Sydney,Volleyball,Volleyball Women's Volleyball,Gold
Tommaso Costantino,Italy,ITA,Summer,1920,Antwerpen,Fencing,"Fencing Men's Foil, Team",Gold
Tommaso Costantino,Italy,ITA,Summer,1920,Antwerpen,Fencing,"Fencing Men's epee, Team",Gold
Charles Gustave Lonce Coste,France,FRA,Summer,1948,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
mile Louis Franois Dsir Coste,France,FRA,Summer,1900,Paris,Fencing,"Fencing Men's Foil, Individual",Gold
"Bernard Patrick ""Pat"" Costello, Jr.",United States,USA,Summer,1956,Melbourne,Rowing,Rowing Men's Double Sculls,Silver
Paul Vincent Costello,United States,USA,Summer,1920,Antwerpen,Rowing,Rowing Men's Double Sculls,Gold
Paul Vincent Costello,United States,USA,Summer,1924,Paris,Rowing,Rowing Men's Double Sculls,Gold
Paul Vincent Costello,United States,USA,Summer,1928,Amsterdam,Rowing,Rowing Men's Double Sculls,Gold
Daniela Costian,Australia,AUS,Summer,1992,Barcelona,Athletics,Athletics Women's Discus Throw,Bronze
"Candace ""Candy"" Costie (-Burke, -Merrill)",United States,USA,Summer,1984,Los Angeles,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
Gian Carlo Costigliolo,Italy,ITA,Summer,1920,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Gold
Luigi Costigliolo,Italy,ITA,Summer,1920,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Gold
Tanguy Cosyns,Belgium,BEL,Summer,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
Aubert Ct,Canada,CAN,Summer,1908,London,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze
"Paul Thomas Ct, II",Canada,CAN,Summer,1972,Munich,Sailing,Sailing Mixed Three Person Keelboat,Bronze
Aleksandra Cotti,Italy,ITA,Summer,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver
Frdric Cottier,France,FRA,Summer,1988,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
John Farrow Cotton,United States,USA,Summer,2000,Sydney,Baseball,Baseball Men's Baseball,Gold
"William ""Billy"" Cottrill",Great Britain,GBR,Summer,1912,Stockholm,Athletics,"Athletics Men's 3,000 metres, Team",Bronze
"William ""Billy"" Cottrill",Great Britain,GBR,Summer,1912,Stockholm,Athletics,"Athletics Men's Cross-Country, Team",Bronze
"Angela Denise Coughlan (-Arusoo, -Sharp)",Canada,CAN,Summer,1968,Mexico City,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Natalie Anne Coughlin (-Hall),United States,USA,Summer,2004,Athina,Swimming,Swimming Women's 100 metres Freestyle,Bronze
Natalie Anne Coughlin (-Hall),United States,USA,Summer,2004,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Natalie Anne Coughlin (-Hall),United States,USA,Summer,2004,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
Natalie Anne Coughlin (-Hall),United States,USA,Summer,2004,Athina,Swimming,Swimming Women's 100 metres Backstroke,Gold
Natalie Anne Coughlin (-Hall),United States,USA,Summer,2004,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Natalie Anne Coughlin (-Hall),United States,USA,Summer,2008,Beijing,Swimming,Swimming Women's 100 metres Freestyle,Bronze
Natalie Anne Coughlin (-Hall),United States,USA,Summer,2008,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Natalie Anne Coughlin (-Hall),United States,USA,Summer,2008,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
Natalie Anne Coughlin (-Hall),United States,USA,Summer,2008,Beijing,Swimming,Swimming Women's 100 metres Backstroke,Gold
Natalie Anne Coughlin (-Hall),United States,USA,Summer,2008,Beijing,Swimming,Swimming Women's 200 metres Individual Medley,Bronze
Natalie Anne Coughlin (-Hall),United States,USA,Summer,2008,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Natalie Anne Coughlin (-Hall),United States,USA,Summer,2012,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Eugne Coulon,Pupilles de Neptune de Lille #2-1,FRA,Summer,1900,Paris,Water Polo,Water Polo Men's Water Polo,Bronze
"Raymond Orville ""Ray"" Coulter",United States,USA,Summer,1924,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",Gold
"Raymond Orville ""Ray"" Coulter",United States,USA,Summer,1924,Paris,Shooting,"Shooting Men's Running Target, Single Shot, Team",Bronze
Andr Jules Marie Coumans,Belgium,BEL,Summer,1920,Antwerpen,Equestrianism,"Equestrianism Men's Jumping, Team",Silver
"Melvin Grant ""Mel"" Counts",United States,USA,Summer,1964,Tokyo,Basketball,Basketball Men's Basketball,Gold
Charles Courant,Switzerland,SUI,Summer,1920,Antwerpen,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver
Charles Courant,Switzerland,SUI,Summer,1924,Paris,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
Flicien Jules mile Courbet,Belgium,BEL,Summer,1912,Stockholm,Water Polo,Water Polo Men's Water Polo,Bronze
Albert Courquin,France,FRA,Summer,1908,London,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Bronze
Albert Courquin,France,FRA,Summer,1924,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",Silver
Didier Courrges,France,FRA,Summer,2004,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
"Jacques ""Jacky"" Courtillat",France,FRA,Summer,1964,Tokyo,Fencing,"Fencing Men's Foil, Team",Bronze
Percy Courtman,Great Britain,GBR,Summer,1912,Stockholm,Swimming,Swimming Men's 400 metres Breaststroke,Bronze
"Thomas William ""Tom"" Courtney",United States,USA,Summer,1956,Melbourne,Athletics,Athletics Men's 800 metres,Gold
"Thomas William ""Tom"" Courtney",United States,USA,Summer,1956,Melbourne,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
DeMarcus Amir Cousins,United States,USA,Summer,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
Jacques Coutrot,France,FRA,Summer,1924,Paris,Fencing,"Fencing Men's Foil, Team",Gold
Jacques Coutrot,France,FRA,Summer,1936,Berlin,Fencing,"Fencing Men's Foil, Team",Silver
Alicia Jayne Coutts,Australia,AUS,Summer,2012,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
